user_id|reader|location|age
12720|19293|france|30
12721|19295|usa|20
12722|19296|france|30
12723|19298|germany|20
12724|19300|spain|45
12725|19302|australia|25
12726|19303|usa|45
12727|19306|france|40
12728|19307|spain|40
12729|19309|usa|15
12730|19310|portugal|25
12731|19318|usa|65
12732|19319|usa|50
12733|19323|usa|60
12734|19325|usa|45
12735|19327|usa|50
12736|19328|usa|45
12737|19329|usa|45
12738|19330|usa|65
12739|19332|usa|65
12740|19335|usa|50
12741|19338|usa|55
12742|19339|usa|40
12743|19341|italy|55
12744|19342|netherlands|30
12745|19343|usa|30
12746|19346|usa|30
12747|19351|italy|30
12748|19354|canada|55
12749|19355|germany|20
12750|19356|belgium|20
12751|19357|france|15
12752|19362|usa|30
12753|19364|usa|55
12754|19365|usa|60
12755|19366|mexico|40
12756|19368|portugal|25
12757|19370|germany|40
12758|19371|usa|50
12759|19372|united kingdom|55
12760|19373|usa|25
12761|19374|germany|15
12762|19378|usa|45
12763|19381|usa|60
12764|19382|usa|50
12765|19383|united kingdom|35
12766|19388|portugal|15
12767|19389|italy|35
12768|19391|usa|60
12769|19392|australia|50
12770|19393|italy|25
12771|19395|usa|25
12772|19396|spain|15
12773|19398|spain|50
12774|19401|usa|55
12775|19402|usa|50
12776|19403|usa|35
12777|19404|usa|25
12778|19405|usa|55
12779|19411|usa|45
12780|19414|usa|70
12781|19415|usa|50
12782|19416|usa|40
12783|19417|usa|70
12784|19420|slovenia|30
12785|19421|usa|40
12786|19422|usa|35
12787|19424|usa|65
12788|19432|usa|50
12789|19433|usa|45
12790|19434|australia|60
12791|19435|usa|40
12792|19436|belgium|20
12793|19438|slovenia|30
12794|19439|usa|65
12795|19440|italy|30
12796|19442|austria|25
12797|19448|australia|45
12798|19450|italy|35
12799|19451|usa|60
12800|19455|canada|35
12801|19456|usa|35
12802|19458|canada|30
12803|19459|usa|60
12804|19460|usa|65
12805|19462|usa|70
12806|19466|united kingdom|30
12807|19469|usa|50
12808|19473|united kingdom|35
12809|19475|usa|50
12810|19477|usa|45
12811|19481|united kingdom|20
12812|19484|usa|55
12813|19487|usa|55
12814|19492|usa|10
12815|19494|spain|20
12816|19498|australia|40
12817|19499|new zealand|10
12818|19503|usa|60
12819|19507|usa|40
12820|19509|portugal|35
12821|19510|usa|50
12822|19511|philippines|30
12823|19515|usa|35
12824|19516|australia|30
12825|19517|usa|10
12826|19520|germany|25
12827|19521|usa|30
12828|19522|usa|50
12829|19523|usa|5
12830|19525|germany|15
12831|19529|usa|40
12832|19532|usa|35
12833|19533|usa|40
12834|19535|usa|15
12835|19536|spain|25
12836|19537|spain|25
12837|19544|usa|65
12838|19545|usa|50
12839|19548|usa|35
12840|19551|usa|45
12841|19552|usa|55
12842|19554|usa|65
12843|19557|usa|25
12844|19560|spain|40
12845|19561|canada|25
12846|19562|usa|50
12847|19563|slovakia|15
12848|19564|usa|55
12849|19565|usa|20
12850|19566|usa|35
12851|19569|usa|65
12852|19570|usa|60
12853|19572|usa|55
12854|19573|usa|65
12855|19574|usa|55
12856|19575|germany|25
12857|19577|usa|70
12858|19578|usa|45
12859|19579|usa|35
12860|19580|usa|50
12861|19581|usa|40
12862|19582|usa|55
12863|19584|canada|55
12864|19585|usa|35
12865|19586|usa|40
12866|19587|usa|45
12867|19589|usa|50
12868|19596|usa|30
12869|19597|italy|20
12870|19606|spain|35
12871|19607|spain|30
12872|19609|usa|25
12873|19610|italy|20
12874|19611|germany|35
12875|19613|canada|20
12876|19614|germany|25
12877|19617|usa|20
12878|19619|australia|45
12879|19622|italy|20
12880|19623|france|30
12881|19624|usa|10
12882|19625|usa|20
12883|19626|usa|25
12884|19627|usa|25
12885|19628|canada|60
12886|19629|switzerland|60
12887|19631|usa|40
12888|19633|brazil|15
12889|19634|spain|15
12890|19635|spain|20
12891|19636|canada|15
12892|19638|canada|40
12893|19639|usa|35
12894|19640|australia|35
12895|19641|italy|50
12896|19642|italy|50
12897|19644|spain|15
12898|19645|usa|25
12899|19646|united kingdom|25
12900|19648|usa|25
12901|19649|usa|45
12902|19651|usa|15
12903|19653|usa|45
12904|19654|usa|30
12905|19656|usa|50
12906|19661|usa|40
12907|19662|usa|25
12908|19663|usa|15
12909|19664|usa|15
12910|19667|switzerland|30
12911|19668|philippines|30
12912|19669|usa|30
12913|19671|usa|25
12914|19677|austria|30
12915|19678|usa|30
12916|19680|usa|40
12917|19681|usa|40
12918|19682|usa|40
12919|19683|usa|60
12920|19686|usa|40
12921|19687|spain|25
12922|19692|united kingdom|25
12923|19693|germany|25
12924|19694|usa|40
12925|19696|hungary|30
12926|19698|germany|40
12927|19699|spain|35
12928|19701|singapore|30
12929|19703|usa|20
12930|19706|spain|25
12931|19709|usa|35
12932|19712|turkey|25
12933|19714|usa|50
12934|19716|usa|30
12935|19717|switzerland|35
12936|19718|usa|50
12937|19719|canada|60
12938|19720|usa|45
12939|19721|sweden|30
12940|19723|usa|50
12941|19727|united kingdom|35
12942|19728|usa|45
12943|19730|usa|20
12944|19731|belgium|55
12945|19732|usa|35
12946|19733|usa|30
12947|19735|canada|55
12948|19736|usa|25
12949|19737|usa|20
12950|19738|usa|35
12951|19739|canada|55
12952|19746|russia|30
12953|19748|usa|60
12954|19750|spain|20
12955|19752|germany|30
12956|19753|usa|10
12957|19754|united kingdom|40
12958|19758|usa|55
12959|19760|usa|20
12960|19763|spain|50
12961|19764|usa|40
12962|19766|spain|45
12963|19767|usa|60
12964|19768|usa|55
12965|19769|usa|50
12966|19770|sweden|45
12967|19773|france|40
12968|19776|usa|35
12969|19779|new zealand|30
12970|19780|united kingdom|45
12971|19783|usa|25
12972|19784|usa|65
12973|19785|canada|40
12974|19786|united kingdom|35
12975|19788|usa|30
12976|19791|italy|65
12977|19797|australia|35
12978|19799|usa|45
12979|19800|usa|30
12980|19805|usa|60
12981|19806|united kingdom|30
12982|19807|germany|35
12983|19808|usa|20
12984|19812|usa|55
12985|19813|germany|35
12986|19814|new zealand|20
12987|19815|usa|35
12988|19816|australia|50
12989|19817|germany|20
12990|19819|spain|50
12991|19820|vietnam|20
12992|19823|greece|40
12993|19826|usa|20
12994|19828|spain|30
12995|19829|italy|20
12996|19831|canada|30
12997|19832|austria|35
12998|19835|france|50
12999|19837|australia|60
13000|19838|usa|20
13001|19839|australia|35
13002|19840|united kingdom|50
13003|19843|belgium|50
13004|19844|canada|30
13005|19845|usa|40
13006|19846|usa|50
13007|19847|australia|35
13008|19848|france|20
13009|19849|canada|60
13010|19852|usa|60
13011|19853|australia|35
13012|19854|united kingdom|25
13013|19855|usa|45
13014|19856|usa|45
13015|19857|usa|25
13016|19858|canada|50
13017|19861|spain|40
13018|19863|spain|60
13019|19864|usa|25
13020|19866|australia|65
13021|19867|canada|25
13022|19868|usa|40
13023|19869|portugal|25
13024|19872|spain|20
13025|19873|spain|30
13026|19874|usa|15
13027|19875|usa|40
13028|19876|australia|55
13029|19877|mexico|30
13030|19879|usa|60
13031|19881|usa|20
13032|19883|usa|45
13033|19885|canada|60
13034|19886|usa|40
13035|19887|canada|70
13036|19888|spain|20
13037|19889|spain|30
13038|19890|australia|25
13039|19891|spain|15
13040|19892|usa|15
13041|19895|spain|30
13042|19896|spain|30
13043|19897|usa|55
13044|19898|new zealand|20
13045|19899|spain|35
13046|19900|spain|30
13047|19901|usa|40
13048|19903|france|60
13049|19904|netherlands|25
13050|19905|australia|15
13051|19906|usa|40
13052|19910|australia|40
13053|19911|australia|35
13054|19912|usa|50
13055|19915|usa|45
13056|19916|ireland|30
13057|19917|usa|25
13058|19920|united kingdom|50
13059|19922|usa|45
13060|19923|germany|20
13061|19924|united kingdom|55
13062|19930|australia|35
13063|19931|canada|30
13064|19933|usa|10
13065|19934|united kingdom|55
13066|19935|canada|55
13067|19937|usa|40
13068|19939|usa|60
13069|19940|canada|30
13070|19941|canada|40
13071|19943|turkey|20
13072|19944|germany|35
13073|19945|united kingdom|45
13074|19946|greece|25
13075|19947|germany|25
13076|19950|italy|40
13077|19951|italy|25
13078|19953|usa|45
13079|19954|united kingdom|35
13080|19955|spain|30
13081|19956|brazil|25
13082|19959|canada|30
13083|19960|spain|25
13084|19961|usa|60
13085|19962|usa|20
13086|19965|spain|20
13087|19966|belgium|35
13088|19968|poland|25
13089|19969|usa|40
13090|19970|usa|30
13091|19971|usa|40
13092|19972|usa|35
13093|19974|united kingdom|30
13094|19976|belgium|15
13095|19981|usa|45
13096|19982|usa|50
13097|19983|italy|25
13098|19984|italy|15
13099|19985|spain|25
13100|19986|usa|40
13101|19988|netherlands|35
13102|19992|usa|30
13103|19993|new zealand|60
13104|19994|usa|55
13105|19995|spain|20
13106|20002|usa|40
13107|20003|spain|20
13108|20004|spain|25
13109|20005|usa|20
13110|20006|spain|20
13111|20009|spain|30
13112|20013|usa|40
13113|20015|usa|25
13114|20016|germany|35
13115|20018|usa|70
13116|20026|usa|40
13117|20029|usa|15
13118|20030|usa|15
13119|20031|australia|65
13120|20033|germany|50
13121|20034|switzerland|30
13122|20036|usa|65
13123|20039|denmark|30
13124|20041|united kingdom|40
13125|20043|spain|25
13126|20044|spain|35
13127|20048|usa|35
13128|20050|germany|35
13129|20052|germany|40
13130|20054|mexico|40
13131|20055|france|20
13132|20056|united kingdom|15
13133|20057|usa|40
13134|20058|australia|15
13135|20059|poland|20
13136|20060|usa|45
13137|20061|usa|40
13138|20062|austria|25
13139|20063|germany|35
13140|20065|germany|35
13141|20069|united kingdom|30
13142|20070|australia|30
13143|20071|united kingdom|20
13144|20072|france|55
13145|20073|spain|40
13146|20074|finland|30
13147|20075|usa|50
13148|20077|germany|35
13149|20079|united kingdom|45
13150|20084|szech republic|25
13151|20085|germany|50
13152|20086|usa|50
13153|20087|spain|35
13154|20088|united kingdom|45
13155|20090|usa|20
13156|20091|australia|10
13157|20092|usa|15
13158|20094|usa|45
13159|20096|australia|15
13160|20101|australia|15
13161|20103|usa|50
13162|20104|usa|40
13163|20106|usa|30
13164|20107|usa|40
13165|20110|usa|45
13166|20113|usa|30
13167|20114|usa|30
13168|20115|usa|30
13169|20120|usa|50
13170|20126|usa|40
13171|20127|portugal|25
13172|20128|nigeria|30
13173|20130|portugal|45
13174|20131|italy|30
13175|20132|peru|55
13176|20134|spain|10
13177|20135|spain|10
13178|20136|usa|30
13179|20137|italy|30
13180|20138|italy|35
13181|20140|usa|40
13182|20141|usa|35
13183|20143|usa|50
13184|20145|malaysia|25
13185|20148|usa|35
13186|20149|usa|50
13187|20151|usa|40
13188|20154|united kingdom|45
13189|20155|usa|55
13190|20156|united kingdom|30
13191|20157|usa|15
13192|20161|usa|50
13193|20164|usa|70
13194|20166|australia|45
13195|20171|usa|20
13196|20172|usa|25
13197|20174|canada|15
13198|20176|usa|30
13199|20178|usa|65
13200|20180|usa|35
13201|20181|usa|45
13202|20182|italy|35
13203|20185|usa|25
13204|20186|germany|20
13205|20188|china|15
13206|20190|australia|30
13207|20192|netherlands|25
13208|20193|germany|20
13209|20194|germany|25
13210|20196|netherlands|30
13211|20198|canada|15
13212|20199|usa|25
13213|20200|france|65
13214|20201|usa|30
13215|20202|germany|30
13216|20203|france|25
13217|20205|spain|20
13218|20206|usa|25
13219|20207|brazil|30
13220|20208|belgium|45
13221|20210|usa|15
13222|20212|turkey|25
13223|20213|argentina|20
13224|20219|spain|30
13225|20220|norway|15
13226|20222|germany|30
13227|20223|spain|55
13228|20224|usa|15
13229|20225|argentina|50
13230|20226|australia|35
13231|20227|usa|20
13232|20230|usa|80
13233|20231|italy|30
13234|20233|canada|55
13235|20239|australia|20
13236|20240|spain|25
13237|20241|usa|20
13238|20242|united kingdom|25
13239|20243|spain|35
13240|20244|germany|25
13241|20246|belgium|35
13242|20247|italy|30
13243|20250|usa|35
13244|20252|usa|25
13245|20254|usa|30
13246|20256|spain|30
13247|20257|australia|25
13248|20258|usa|35
13249|20259|united kingdom|50
13250|20262|canada|50
13251|20265|usa|25
13252|20266|usa|50
13253|20267|switzerland|50
13254|20268|colombia|15
13255|20269|indonesia|25
13256|20270|spain|30
13257|20271|argentina|30
13258|20272|usa|40
13259|20273|germany|30
13260|20275|usa|30
13261|20277|spain|25
13262|20278|portugal|30
13263|20279|usa|35
13264|20284|australia|50
13265|20286|usa|30
13266|20287|italy|40
13267|20289|usa|25
13268|20290|usa|30
13269|20299|india|25
13270|20300|usa|30
13271|20301|usa|55
13272|20304|united kingdom|40
13273|20306|usa|50
13274|20308|usa|25
13275|20309|usa|40
13276|20310|usa|55
13277|20314|australia|50
13278|20315|usa|55
13279|20317|united kingdom|30
13280|20318|united kingdom|50
13281|20319|usa|25
13282|20320|australia|60
13283|20322|usa|60
13284|20323|germany|25
13285|20324|usa|20
13286|20325|usa|20
13287|20326|usa|70
13288|20327|australia|20
13289|20328|portugal|30
13290|20331|usa|20
13291|20332|usa|35
13292|20333|usa|20
13293|20334|canada|20
13294|20336|usa|30
13295|20337|canada|15
13296|20338|usa|35
13297|20339|australia|25
13298|20341|usa|45
13299|20342|united kingdom|10
13300|20344|usa|30
13301|20345|canada|20
13302|20347|france|45
13303|20348|united kingdom|25
13304|20349|usa|40
13305|20350|usa|25
13306|20353|spain|40
13307|20361|usa|25
13308|20364|italy|25
13309|20367|spain|45
13310|20371|germany|25
13311|20372|germany|50
13312|20373|greece|30
13313|20375|usa|35
13314|20376|usa|45
13315|20379|spain|25
13316|20380|france|20
13317|20381|usa|45
13318|20383|australia|45
13319|20386|usa|45
13320|20387|usa|50
13321|20388|usa|40
13322|20389|usa|30
13323|20390|germany|35
13324|20391|usa|15
13325|20393|usa|25
13326|20395|spain|25
13327|20396|italy|50
13328|20397|usa|25
13329|20400|united kingdom|25
13330|20401|austria|25
13331|20402|spain|30
13332|20403|italy|25
13333|20407|france|15
13334|20408|germany|40
13335|20409|usa|50
13336|20412|united kingdom|55
13337|20413|usa|40
13338|20415|usa|35
13339|20417|usa|10
13340|20418|usa|20
13341|20419|usa|25
13342|20420|usa|15
13343|20423|china|30
13344|20424|usa|45
13345|20426|usa|30
13346|20427|austria|20
13347|20430|usa|40
13348|20431|usa|45
13349|20432|usa|65
13350|20433|canada|25
13351|20434|usa|45
13352|20435|usa|60
13353|20436|australia|35
13354|20439|united kingdom|35
13355|20442|usa|50
13356|20444|usa|25
13357|20445|usa|40
13358|20446|new zealand|35
13359|20447|usa|45
13360|20449|usa|30
13361|20450|india|30
13362|20451|spain|45
13363|20452|usa|45
13364|20453|canada|30
13365|20455|usa|60
13366|20456|usa|25
13367|20457|usa|40
13368|20459|usa|20
13369|20460|usa|35
13370|20461|usa|45
13371|20463|usa|35
13372|20465|usa|20
13373|20467|australia|30
13374|20471|usa|45
13375|20472|usa|35
13376|20473|nigeria|25
13377|20475|usa|65
13378|20477|united kingdom|55
13379|20478|indonesia|20
13380|20479|indonesia|20
13381|20482|usa|55
13382|20486|germany|30
13383|20488|turkey|20
13384|20490|united kingdom|30
13385|20491|usa|50
13386|20492|emirates|20
13387|20493|usa|40
13388|20497|china|20
13389|20498|australia|25
13390|20499|italy|40
13391|20500|usa|30
13392|20501|germany|30
13393|20503|australia|35
13394|20508|usa|15
13395|20510|united kingdom|50
13396|20511|united kingdom|50
13397|20512|usa|30
13398|20513|australia|60
13399|20516|united kingdom|55
13400|20517|usa|15
13401|20519|italy|25
13402|20521|russia|30
13403|20522|italy|30
13404|20523|netherlands|25
13405|20525|canada|20
13406|20529|usa|55
13407|20531|usa|60
13408|20532|usa|65
13409|20534|usa|15
13410|20536|usa|20
13411|20537|usa|70
13412|20538|usa|55
13413|20539|usa|35
13414|20541|usa|10
13415|20542|usa|15
13416|20543|usa|15
13417|20544|usa|20
13418|20546|usa|10
13419|20548|usa|15
13420|20550|usa|30
13421|20551|usa|10
13422|20552|usa|20
13423|20553|germany|30
13424|20555|usa|15
13425|20556|usa|20
13426|20557|usa|20
13427|20559|spain|30
13428|20560|usa|55
13429|20561|usa|40
13430|20564|united kingdom|30
13431|20565|usa|40
13432|20567|usa|50
13433|20569|usa|55
13434|20570|usa|40
13435|20571|canada|30
13436|20572|usa|25
13437|20573|usa|60
13438|20574|usa|45
13439|20576|usa|20
13440|20577|usa|30
13441|20580|united kingdom|30
13442|20581|united kingdom|30
13443|20583|usa|30
13444|20584|australia|45
13445|20585|canada|40
13446|20586|canada|30
13447|20587|switzerland|25
13448|20588|canada|25
13449|20589|usa|25
13450|20590|usa|30
13451|20591|usa|60
13452|20592|usa|30
13453|20595|usa|35
13454|20597|france|50
13455|20598|new zealand|30
13456|20600|usa|40
13457|20601|usa|15
13458|20606|usa|35
13459|20607|usa|25
13460|20608|usa|20
13461|20612|usa|40
13462|20614|canada|50
13463|20616|germany|45
13464|20618|usa|40
13465|20620|usa|15
13466|20621|usa|35
13467|20624|usa|20
13468|20628|usa|60
13469|20631|usa|30
13470|20632|usa|20
13471|20633|spain|10
13472|20634|germany|20
13473|20635|usa|20
13474|20636|usa|25
13475|20640|australia|40
13476|20643|germany|25
13477|20644|usa|45
13478|20646|usa|45
13479|20647|usa|50
13480|20648|usa|20
13481|20649|usa|50
13482|20652|usa|50
13483|20653|austria|20
13484|20655|usa|50
13485|20656|france|30
13486|20660|italy|35
13487|20661|usa|55
13488|20662|usa|20
13489|20663|china|20
13490|20664|usa|30
13491|20665|germany|15
13492|20667|usa|30
13493|20670|usa|45
13494|20671|usa|40
13495|20675|usa|15
13496|20676|italy|25
13497|20680|usa|40
13498|20681|usa|30
13499|20682|usa|25
13500|20683|usa|25
13501|20684|canada|25
13502|20687|usa|40
13503|20688|spain|30
13504|20691|spain|20
13505|20694|germany|20
13506|20695|usa|30
13507|20698|united kingdom|55
13508|20701|canada|45
13509|20705|usa|30
13510|20706|usa|25
13511|20707|usa|25
13512|20708|australia|30
13513|20710|usa|40
13514|20711|usa|35
13515|20713|usa|40
13516|20720|spain|30
13517|20722|usa|30
13518|20727|usa|40
13519|20728|france|35
13520|20729|canada|30
13521|20730|usa|30
13522|20731|usa|40
13523|20732|usa|35
13524|20733|usa|55
13525|20736|canada|25
13526|20738|usa|35
13527|20739|usa|60
13528|20742|philippines|15
13529|20743|usa|15
13530|20744|usa|40
13531|20746|usa|35
13532|20747|usa|20
13533|20749|usa|25
13534|20756|singapore|55
13535|20757|france|25
13536|20758|usa|50
13537|20760|usa|35
13538|20765|canada|45
13539|20767|australia|35
13540|20770|usa|40
13541|20772|usa|30
13542|20773|canada|25
13543|20774|canada|30
13544|20775|usa|40
13545|20776|usa|25
13546|20777|spain|35
13547|20778|spain|45
13548|20779|spain|45
13549|20780|usa|50
13550|20781|spain|40
13551|20782|spain|30
13552|20784|usa|50
13553|20787|usa|30
13554|20788|usa|30
13555|20790|usa|20
13556|20791|usa|60
13557|20792|usa|45
13558|20794|usa|30
13559|20796|usa|25
13560|20798|usa|45
13561|20799|usa|70
13562|20801|brazil|25
13563|20803|usa|60
13564|20804|usa|55
13565|20807|usa|25
13566|20809|usa|20
13567|20812|usa|50
13568|20814|canada|60
13569|20819|usa|50
13570|20821|canada|45
13571|20825|canada|45
13572|20826|usa|45
13573|20827|canada|20
13574|20829|usa|20
13575|20830|usa|45
13576|20831|united kingdom|25
13577|20832|usa|30
13578|20833|canada|35
13579|20836|usa|30
13580|20837|usa|50
13581|20839|canada|75
13582|20840|new zealand|35
13583|20841|australia|45
13584|20843|italy|45
13585|20845|germany|30
13586|20848|germany|20
13587|20851|germany|30
13588|20856|switzerland|30
13589|20857|germany|30
13590|20858|germany|20
13591|20859|germany|30
13592|20860|usa|60
13593|20861|usa|35
13594|20863|usa|50
13595|20864|usa|10
13596|20868|usa|30
13597|20869|australia|25
13598|20870|canada|55
13599|20874|united kingdom|30
13600|20875|usa|40
13601|20877|usa|20
13602|20879|usa|20
13603|20880|usa|50
13604|20883|usa|35
13605|20886|canada|30
13606|20887|usa|45
13607|20891|canada|25
13608|20896|usa|45
13609|20899|usa|15
13610|20900|usa|30
13611|20902|usa|35
13612|20904|canada|35
13613|20905|usa|35
13614|20906|spain|15
13615|20909|new zealand|25
13616|20911|usa|50
13617|20912|turkey|25
13618|20915|usa|25
13619|20918|portugal|30
13620|20920|germany|25
13621|20922|usa|40
13622|20923|indonesia|30
13623|20925|germany|25
13624|20926|usa|30
13625|20927|usa|60
13626|20928|brazil|40
13627|20930|germany|30
13628|20931|canada|55
13629|20933|united kingdom|30
13630|20934|france|30
13631|20936|france|20
13632|20937|germany|35
13633|20938|germany|25
13634|20942|usa|30
13635|20943|usa|50
13636|20949|united kingdom|35
13637|20951|australia|30
13638|20952|usa|35
13639|20958|usa|50
13640|20959|usa|20
13641|20961|canada|45
13642|20962|usa|15
13643|20965|usa|50
13644|20967|usa|55
13645|20968|usa|60
13646|20969|usa|40
13647|20970|australia|30
13648|20971|usa|20
13649|20973|usa|25
13650|20974|germany|35
13651|20976|canada|10
13652|20977|usa|60
13653|20978|usa|50
13654|20981|usa|40
13655|20982|usa|25
13656|20983|usa|45
13657|20984|usa|50
13658|20986|usa|55
13659|20988|usa|55
13660|20992|usa|65
13661|20994|usa|50
13662|20995|usa|55
13663|20996|usa|35
13664|20997|usa|55
13665|20998|australia|50
13666|20999|usa|55
13667|21000|usa|50
13668|21005|germany|35
13669|21010|usa|30
13670|21011|usa|40
13671|21012|usa|30
13672|21013|australia|20
13673|21017|usa|15
13674|21022|usa|60
13675|21024|usa|40
13676|21028|usa|65
13677|21029|usa|70
13678|21031|usa|35
13679|21032|usa|50
13680|21033|usa|35
13681|21034|usa|40
13682|21037|usa|35
13683|21038|usa|55
13684|21040|usa|65
13685|21043|usa|60
13686|21049|usa|55
13687|21050|usa|40
13688|21051|usa|40
13689|21055|usa|15
13690|21056|usa|45
13691|21057|usa|15
13692|21059|usa|45
13693|21062|usa|35
13694|21064|usa|30
13695|21065|canada|60
13696|21067|usa|35
13697|21070|germany|25
13698|21072|usa|35
13699|21073|usa|50
13700|21075|usa|50
13701|21077|usa|35
13702|21078|usa|20
13703|21079|usa|40
13704|21080|usa|40
13705|21082|usa|40
13706|21083|usa|30
13707|21086|singapore|20
13708|21087|usa|55
13709|21089|usa|40
13710|21093|usa|30
13711|21095|slovakia|25
13712|21096|spain|20
13713|21097|spain|25
13714|21098|spain|25
13715|21101|usa|35
13716|21102|usa|40
13717|21105|usa|40
13718|21106|united kingdom|20
13719|21107|usa|40
13720|21108|spain|15
13721|21109|usa|40
13722|21110|usa|60
13723|21112|usa|50
13724|21113|usa|30
13725|21114|argentina|25
13726|21117|usa|20
13727|21119|usa|30
13728|21120|usa|20
13729|21121|united kingdom|25
13730|21122|usa|35
13731|21123|usa|45
13732|21125|united kingdom|45
13733|21127|usa|20
13734|21130|usa|50
13735|21131|spain|10
13736|21132|taiwan|30
13737|21133|spain|20
13738|21134|spain|20
13739|21135|chile|30
13740|21136|spain|45
13741|21140|usa|20
13742|21141|usa|15
13743|21142|australia|30
13744|21144|thailand|25
13745|21145|usa|65
13746|21151|usa|30
13747|21152|usa|15
13748|21155|germany|35
13749|21156|usa|15
13750|21157|new zealand|20
13751|21159|spain|20
13752|21163|usa|40
13753|21164|usa|20
13754|21165|usa|35
13755|21169|usa|15
13756|21170|canada|45
13757|21171|usa|30
13758|21176|spain|50
13759|21178|united kingdom|25
13760|21179|usa|50
13761|21180|australia|60
13762|21181|united kingdom|35
13763|21183|usa|15
13764|21184|canada|60
13765|21187|usa|15
13766|21190|united kingdom|20
13767|21191|usa|30
13768|21192|usa|25
13769|21194|usa|55
13770|21196|usa|45
13771|21197|usa|35
13772|21198|usa|35
13773|21200|united kingdom|30
13774|21202|usa|65
13775|21203|united kingdom|30
13776|21205|united kingdom|55
13777|21206|usa|40
13778|21207|usa|40
13779|21208|usa|30
13780|21211|usa|40
13781|21212|australia|15
13782|21214|usa|25
13783|21215|united kingdom|15
13784|21216|australia|25
13785|21217|usa|35
13786|21221|usa|40
13787|21223|usa|45
13788|21224|usa|30
13789|21225|united kingdom|45
13790|21227|australia|30
13791|21228|united kingdom|10
13792|21230|new zealand|15
13793|21233|spain|20
13794|21234|usa|40
13795|21235|australia|15
13796|21236|usa|35
13797|21237|usa|30
13798|21238|canada|35
13799|21239|usa|30
13800|21240|usa|50
13801|21242|usa|25
13802|21244|usa|30
13803|21245|argentina|60
13804|21246|canada|30
13805|21247|usa|50
13806|21249|united kingdom|50
13807|21250|usa|35
13808|21252|usa|25
13809|21253|australia|30
13810|21255|usa|40
13811|21260|usa|40
13812|21261|usa|50
13813|21263|usa|60
13814|21264|usa|30
13815|21267|new zealand|10
13816|21268|usa|55
13817|21269|philippines|10
13818|21270|canada|15
13819|21272|united kingdom|40
13820|21273|usa|60
13821|21274|usa|30
13822|21278|usa|45
13823|21280|united kingdom|25
13824|21286|usa|20
13825|21288|usa|35
13826|21289|france|45
13827|21290|usa|20
13828|21294|usa|45
13829|21296|australia|40
13830|21297|canada|45
13831|21301|usa|20
13832|21302|united kingdom|40
13833|21303|usa|30
13834|21305|canada|65
13835|21306|usa|60
13836|21307|usa|30
13837|21308|usa|35
13838|21312|usa|45
13839|21314|usa|10
13840|21315|usa|50
13841|21317|usa|40
13842|21318|usa|30
13843|21319|usa|65
13844|21320|usa|35
13845|21321|australia|55
13846|21322|spain|10
13847|21323|germany|30
13848|21324|usa|50
13849|21326|usa|60
13850|21327|usa|45
13851|21328|canada|50
13852|21330|usa|55
13853|21332|usa|55
13854|21333|usa|65
13855|21335|usa|55
13856|21336|usa|45
13857|21337|usa|40
13858|21340|usa|45
13859|21342|canada|50
13860|21343|australia|40
13861|21344|usa|40
13862|21350|usa|20
13863|21351|new zealand|10
13864|21352|germany|45
13865|21354|usa|45
13866|21355|usa|60
13867|21356|usa|55
13868|21357|usa|50
13869|21358|spain|20
13870|21362|chile|30
13871|21364|usa|30
13872|21365|usa|25
13873|21368|united kingdom|30
13874|21369|canada|25
13875|21370|usa|35
13876|21371|canada|15
13877|21373|canada|20
13878|21375|united kingdom|65
13879|21378|usa|45
13880|21379|usa|45
13881|21381|canada|35
13882|21382|usa|20
13883|21384|australia|15
13884|21385|canada|40
13885|21388|usa|20
13886|21389|germany|25
13887|21390|italy|25
13888|21395|usa|25
13889|21396|usa|30
13890|21397|united kingdom|25
13891|21398|australia|15
13892|21400|usa|15
13893|21402|usa|30
13894|21403|australia|55
13895|21405|usa|30
13896|21409|sweden|30
13897|21411|spain|20
13898|21414|argentina|45
13899|21416|spain|50
13900|21417|spain|20
13901|21418|canada|30
13902|21421|new zealand|20
13903|21423|usa|20
13904|21425|usa|60
13905|21426|usa|45
13906|21428|usa|30
13907|21430|united kingdom|40
13908|21431|new zealand|65
13909|21433|usa|65
13910|21436|usa|25
13911|21437|usa|65
13912|21438|usa|40
13913|21439|usa|30
13914|21441|usa|60
13915|21442|australia|25
13916|21443|usa|35
13917|21444|france|25
13918|21446|usa|35
13919|21447|united kingdom|40
13920|21449|usa|65
13921|21450|usa|50
13922|21452|usa|55
13923|21453|usa|30
13924|21454|usa|40
13925|21456|france|15
13926|21458|singapore|45
13927|21459|usa|35
13928|21460|usa|20
13929|21461|usa|30
13930|21464|australia|30
13931|21467|usa|20
13932|21468|usa|40
13933|21469|united kingdom|35
13934|21471|usa|45
13935|21473|australia|15
13936|21474|italy|25
13937|21475|canada|20
13938|21476|usa|35
13939|21477|usa|50
13940|21478|usa|45
13941|21479|usa|15
13942|21480|usa|10
13943|21481|usa|50
13944|21482|india|30
13945|21483|usa|25
13946|21484|usa|20
13947|21485|malaysia|25
13948|21486|usa|25
13949|21488|portugal|30
13950|21489|usa|30
13951|21491|usa|30
13952|21494|usa|30
13953|21496|canada|30
13954|21498|chile|20
13955|21502|usa|20
13956|21503|usa|35
13957|21506|germany|15
13958|21509|usa|40
13959|21512|usa|55
13960|21513|united kingdom|30
